original_name,source,suggested_cas,suggested_name,pubchem_cid,confidence,notes
Emamectin -methyl amino 2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Emamectin%20-methyl%20amino%202/property/IUPACName/JSON
cyphenothrin,PubChem_API,39515-40-7,"[cyano-(3-phenoxyphenyl)methyl] 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",38283.0,High,Direct match from PubChem API.
"Imidacloprid, 5-hydroxide",PubChem_API,,,,None,"Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Imidacloprid,%205-hydroxide/property/IUPACName/JSON"
Flunixin-d3,PubChem_API,1015856-60-6,2-[2-(trideuteriomethyl)-3-(trifluoromethyl)anilino]pyridine-3-carboxylic acid,16212207.0,High,Direct match from PubChem API.
diallate,PubChem_API,2303-16-4,"S-[(Z)-2,3-dichloroprop-2-enyl] N,N-di(propan-2-yl)carbamothioate",5284376.0,High,Direct match from PubChem API.
(13C17)-AFG2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/(13C17)-AFG2/property/IUPACName/JSON
Atrazine-d5,PubChem_API,163165-75-1,"6-chloro-4-N-(1,1,2,2,2-pentadeuterioethyl)-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",12306645.0,High,Direct match from PubChem API.
aldimorph,PubChem_API,1704-28-5,"4-dodecyl-2,6-dimethylmorpholine",3014032.0,High,Direct match from PubChem API.
(13C17)-AFM1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/(13C17)-AFM1/property/IUPACName/JSON
fenoprop,PubChem_API,93-72-1,"2-(2,4,5-trichlorophenoxy)propanoic acid",7158.0,High,Direct match from PubChem API.
13C-NIV,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/13C-NIV/property/IUPACName/JSON
Deoxynivalenol,PubChem_API,51481-10-8,"(1R,2R,3S,7R,9R,10R,12S)-3,10-dihydroxy-2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-one",40024.0,High,Direct match from PubChem API.
Atropine,PubChem_API,51-55-8,"[(1S,5R)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate",174174.0,High,Direct match from PubChem API.
iodosulfuron-methyl sodium,PubChem_API,144550-36-7,"sodium (5-iodo-2-methoxycarbonylphenyl)sulfonyl-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoyl]azanide",16760189.0,High,Direct match from PubChem API.
triforine,PubChem_API,26644-46-2,"N-[2,2,2-trichloro-1-[4-(2,2,2-trichloro-1-formamidoethyl)piperazin-1-yl]ethyl]formamide",33565.0,High,Direct match from PubChem API.
pyrimidifen,PubChem_API,105779-78-0,"5-chloro-N-[2-[4-(2-ethoxyethyl)-2,3-dimethylphenoxy]ethyl]-6-ethylpyrimidin-4-amine",6451139.0,High,Direct match from PubChem API.
pyributicarb,PubChem_API,88678-67-5,O-(3-tert-butylphenyl) N-(6-methoxy-2-pyridinyl)-N-methylcarbamothioate,93486.0,High,Direct match from PubChem API.
vamidothion sulfone,PubChem_API,70898-34-9,2-(2-dimethoxyphosphorylsulfanylethylsulfonyl)-N-methylpropanamide,21123472.0,High,Direct match from PubChem API.
2-Amino-flubendazole,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/2-Amino-flubendazole/property/IUPACName/JSON
Salinomycin,PubChem_API,53003-10-4,"(2R)-2-[(2R,5S,6R)-6-[(2S,3S,4S,6R)-6-[(3S,5S,7R,9S,10S,12R,15R)-3-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-15-hydroxy-3,10,12-trimethyl-4,6,8-trioxadispiro[4.1.57.35]pentadec-13-en-9-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-5-methyloxan-2-yl]butanoic acid",3085092.0,High,Direct match from PubChem API.
Ivermectin,PubChem_API,71827-03-7,"(1R,4S,5'S,6R,6'R,8R,10E,12S,13S,14E,16E,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",6321424.0,High,Direct match from PubChem API.
Berberine,PubChem_API,2086-83-1,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene",2353.0,High,Direct match from PubChem API.
forchlorfenuron,PubChem_API,68157-60-8,1-(2-chloro-4-pyridinyl)-3-phenylurea,93379.0,High,Direct match from PubChem API.
Codeine-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Codeine-1/property/IUPACName/JSON
oxyflurofen,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/oxyflurofen/property/IUPACName/JSON
Brodifacoum,PubChem_API,56073-10-0,"3-[3-[4-(4-bromophenyl)phenyl]-1,2,3,4-tetrahydronaphthalen-1-yl]-4-hydroxychromen-2-one",54680676.0,High,Direct match from PubChem API.
tri-iso-butyl phosphate,PubChem_API,126-71-6,tris(2-methylpropyl) phosphate,31355.0,High,Direct match from PubChem API.
triallate,PubChem_API,2303-17-5,"S-(2,3,3-trichloroprop-2-enyl) N,N-di(propan-2-yl)carbamothioate",5543.0,High,Direct match from PubChem API.
Solanine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Solanine-2/property/IUPACName/JSON
Sulfaquinoxaline,PubChem_API,59-40-5,4-amino-N-quinoxalin-2-ylbenzenesulfonamide,5338.0,High,Direct match from PubChem API.
Fenamiphos-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Fenamiphos-1/property/IUPACName/JSON
pyrazoxyfen,PubChem_API,71561-11-0,"2-[4-(2,4-dichlorobenzoyl)-1,3-dimethylpyrazol-5-yl]oxy-1-phenylethanone",92383.0,High,Direct match from PubChem API.
ethoxysulfuron,PubChem_API,126801-58-9,"(2-ethoxyphenyl) N-[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamate",3623881.0,High,Direct match from PubChem API.
Ergocristine,PubChem_API,511-08-0,"(6aR,9R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",31116.0,High,Direct match from PubChem API.
mefenoxam,PubChem_API,70630-17-0,"methyl (2R)-2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",11150163.0,High,Direct match from PubChem API.
Brucine,PubChem_API,357-57-3,"(4aR,5aS,8aR,13aS,15aS,15bR)-10,11-dimethoxy-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one",442021.0,High,Direct match from PubChem API.
M8FOSA,PubChem_API,1365803-60-6,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro(1,2,3,4,5,6,7,8-13C8)octane-1-sulfonamide",165360282.0,High,Direct match from PubChem API.
Virginiamycin,PubChem_API,11006-76-1,"N-[(3S,6S,12R,15S,16R,19S,22S)-3-benzyl-12-ethyl-4,16-dimethyl-2,5,11,14,18,21,24-heptaoxo-19-phenyl-17-oxa-1,4,10,13,20-pentazatricyclo[20.4.0.06,10]hexacosan-15-yl]-3-hydroxypyridine-2-carboxamide;(10R,11R,12E,17E,19E,21S)-21-hydroxy-11,19-dimethyl-10-propan-2-yl-9,26-dioxa-3,15,28-triazatricyclo[23.2.1.03,7]octacosa-1(27),6,12,17,19,25(28)-hexaene-2,8,14,23-tetrone",127053480.0,High,Direct match from PubChem API.
lactofen,PubChem_API,77501-63-4,(1-ethoxy-1-oxopropan-2-yl) 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,62276.0,High,Direct match from PubChem API.
Clethodim-sulfon,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Clethodim-sulfon/property/IUPACName/JSON
Yohimbine-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Yohimbine-1/property/IUPACName/JSON
flurazuron,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/flurazuron/property/IUPACName/JSON
propylene thiourea,PubChem_API,2122-19-2,4-methylimidazolidine-2-thione,2777312.0,High,Direct match from PubChem API.
isopropalin,PubChem_API,33820-53-0,"2,6-dinitro-4-propan-2-yl-N,N-dipropylaniline",36606.0,High,Direct match from PubChem API.
vernolate,PubChem_API,1929-77-7,(Z)-11-(3-pentyloxiran-2-yl)undec-9-enoate,25246088.0,High,Direct match from PubChem API.
Berberine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Berberine-2/property/IUPACName/JSON
Tulathromycin A,PubChem_API,217500-96-4,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyl-5-(propylaminomethyl)oxan-2-yl]oxy-3,5,8,10,12,14-hexamethyl-1-oxa-6-azacyclopentadecan-15-one",9832301.0,High,Direct match from PubChem API.
ethylene thiourea,PubChem_API,96-45-7,imidazolidine-2-thione,2723650.0,High,Direct match from PubChem API.
flumiclorac-pentyl,PubChem_API,87546-18-7,"pentyl 2-[2-chloro-5-(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)-4-fluorophenoxy]acetate",443048.0,High,Direct match from PubChem API.
Fenamiphos sulfoxide-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Fenamiphos%20sulfoxide-1/property/IUPACName/JSON
T-2,PubChem_API,50-31-7,"2,3,6-trichlorobenzoic acid",5759.0,High,Direct match from PubChem API.
Triflupromazine,PubChem_API,146-54-3,"N,N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine",5568.0,High,Direct match from PubChem API.
fenamiphos sulfone,PubChem_API,31972-44-8,N-[ethoxy-(3-methyl-4-methylsulfonylphenoxy)phosphoryl]propan-2-amine,36028.0,High,Direct match from PubChem API.
Pirlimycin,PubChem_API,79548-73-5,"(2S,4R)-N-[(1S,2S)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-4-ethylpiperidine-2-carboxamide",157385.0,High,Direct match from PubChem API.
PFBA,PubChem_API,375-22-4,"2,2,3,3,4,4,4-heptafluorobutanoic acid",9777.0,High,Direct match from PubChem API.
Sulfapyridine,PubChem_API,144-83-2,4-amino-N-pyridin-2-ylbenzenesulfonamide,5336.0,High,Direct match from PubChem API.
Propionyl-promazine,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Propionyl-promazine/property/IUPACName/JSON
