original_name,source,suggested_cas,suggested_name,pubchem_cid,confidence,notes
Aflatoxin B1 [13C17],PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aflatoxin%20B1%20%5B13C17%5D/property/IUPACName/JSON
tri-n-butyl phosphate,PubChem_API,126-73-8,tributyl phosphate,31357.0,High,Direct match from PubChem API.
chlorprifos methyl,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/chlorprifos%20methyl/property/IUPACName/JSON
Penicillin G-d7,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Penicillin%20G-d7/property/IUPACName/JSON
SMZ-13C6,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SMZ-13C6/property/IUPACName/JSON
Sulfanilamide,PubChem_API,63-74-1,4-aminobenzenesulfonamide,5333.0,High,Direct match from PubChem API.
Tyvalosin,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Tyvalosin/property/IUPACName/JSON
Digitoxigenin-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Digitoxigenin-1/property/IUPACName/JSON
fluazuron,PubChem_API,86811-58-7,"N-[[4-chloro-3-[[3-chloro-5-(trifluoromethyl)-2-pyridinyl]oxy]phenyl]carbamoyl]-2,6-difluorobenzamide",65651.0,High,Direct match from PubChem API.
Acepromazine,PubChem_API,61-00-7,1-[10-[3-(dimethylamino)propyl]phenothiazin-2-yl]ethanone,6077.0,High,Direct match from PubChem API.
Erythromycin A,PubChem_API,114-07-8,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",12560.0,High,Direct match from PubChem API.
diethyltoluamide,PubChem_API,134-62-3,"N,N-diethyl-3-methylbenzamide",4284.0,High,Direct match from PubChem API.
fensulfothin,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/fensulfothin/property/IUPACName/JSON
temephos,PubChem_API,3383-96-8,[4-(4-dimethoxyphosphinothioyloxyphenyl)sulfanylphenoxy]-dimethoxy-sulfanylidene-lambda5-phosphane,5392.0,High,Direct match from PubChem API.
Fumonisin B2 [13C34],PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Fumonisin%20B2%20%5B13C34%5D/property/IUPACName/JSON
secbumeton,PubChem_API,26259-45-0,"2-N-butan-2-yl-4-N-ethyl-6-methoxy-1,3,5-triazine-2,4-diamine",33443.0,High,Direct match from PubChem API.
flamprop isopropyl,PubChem_API,52756-22-6,propan-2-yl 2-(N-benzoyl-3-chloro-4-fluoroanilino)propanoate,40520.0,High,Direct match from PubChem API.
dibutyl succinate,PubChem_API,141-03-7,dibutyl butanedioate,8830.0,High,Direct match from PubChem API.
(13C17)-AFG1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/(13C17)-AFG1/property/IUPACName/JSON
isomethiozin,PubChem_API,57052-04-7,"6-tert-butyl-4-[(E)-2-methylpropylideneamino]-3-methylsulfanyl-1,2,4-triazin-5-one",9576097.0,High,Direct match from PubChem API.
cumyluron,PubChem_API,99485-76-4,1-[(2-chlorophenyl)methyl]-3-(2-phenylpropan-2-yl)urea,11709249.0,High,Direct match from PubChem API.
dodine,PubChem_API,2439-10-3,acetic acid;2-dodecylguanidine,17110.0,High,Direct match from PubChem API.
chlorfenethol,PubChem_API,80-06-8,"1,1-bis(4-chlorophenyl)ethanol",6624.0,High,Direct match from PubChem API.
dimethirimol,PubChem_API,5221-53-4,5-butyl-2-(dimethylamino)-4-methyl-1H-pyrimidin-6-one,135424353.0,High,Direct match from PubChem API.
chlordimeform hydrochloride,PubChem_API,19750-95-9,"N'-(4-chloro-2-methylphenyl)-N,N-dimethylmethanimidamide;hydrochloride",12336279.0,High,Direct match from PubChem API.
Emetine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Emetine-2/property/IUPACName/JSON
Clenbuterol,PubChem_API,37148-27-9,"1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethanol",2783.0,High,Direct match from PubChem API.
hydramethylnon,PubChem_API,67485-29-4,"N-[1,5-bis[4-(trifluoromethyl)phenyl]penta-1,4-dien-3-ylideneamino]-5,5-dimethyl-4,6-dihydro-1H-pyrimidin-2-amine",49901.0,High,Direct match from PubChem API.
acrylamide,PubChem_API,79-06-1,prop-2-enamide,6579.0,High,Direct match from PubChem API.
dalapon,PubChem_API,75-99-0,"2,2-dichloropropanoic acid",6418.0,High,Direct match from PubChem API.
Dicloxacillin,PubChem_API,3116-76-5,"(2S,5R,6R)-6-[[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",18381.0,High,Direct match from PubChem API.
Fumonisin B1,PubChem_API,116355-83-0,"(2R)-2-[2-[(5R,6R,7S,9S,11R,16R,18S,19S)-19-amino-6-[(3R)-3,4-dicarboxybutanoyl]oxy-11,16,18-trihydroxy-5,9-dimethylicosan-7-yl]oxy-2-oxoethyl]butanedioic acid",2733487.0,High,Direct match from PubChem API.
ZEN,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ZEN/property/IUPACName/JSON
aziprotryne,PubChem_API,4658-28-0,"4-azido-6-methylsulfanyl-N-propan-2-yl-1,3,5-triazin-2-amine",3032472.0,High,Direct match from PubChem API.
Salbutamol,PubChem_API,18559-94-9,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,2083.0,High,Direct match from PubChem API.
Levamisole,PubChem_API,14769-73-4,"(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole",26879.0,High,Direct match from PubChem API.
Aconitine,PubChem_API,302-27-2,"[(1S,2R,3R,4R,5R,6S,7S,8R,9R,13R,14R,16S,17S,18R)-8-acetyloxy-11-ethyl-5,7,14-trihydroxy-6,16,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-4-yl] benzoate",245005.0,High,Direct match from PubChem API.
ziram,PubChem_API,137-30-4,"zinc bis(N,N-dimethylcarbamodithioate)",8722.0,High,Direct match from PubChem API.
Chlortetracycline,PubChem_API,57-62-5,"(4S,4aS,5aS,6S,12aR)-7-chloro-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",54675777.0,High,Direct match from PubChem API.
Methamidophos-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Methamidophos-1/property/IUPACName/JSON
Fenbendazole,PubChem_API,43210-67-9,methyl N-(6-phenylsulfanyl-1H-benzimidazol-2-yl)carbamate,3334.0,High,Direct match from PubChem API.
cyclosulfamuron,PubChem_API,136849-15-5,"1-[[2-(cyclopropanecarbonyl)phenyl]sulfamoyl]-3-(4,6-dimethoxypyrimidin-2-yl)urea",6451137.0,High,Direct match from PubChem API.
Brucine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Brucine-2/property/IUPACName/JSON
dimethyl phthalate,PubChem_API,131-11-3,"dimethyl benzene-1,2-dicarboxylate",8554.0,High,Direct match from PubChem API.
fluazifop butyl,PubChem_API,69806-50-4,butyl 2-[4-[[5-(trifluoromethyl)-2-pyridinyl]oxy]phenoxy]propanoate,50897.0,High,Direct match from PubChem API.
13C-ZEN,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/13C-ZEN/property/IUPACName/JSON
AFB2,PubChem_API,7220-81-7,"(3S,7R)-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,9,11,13(17)-tetraene-16,18-dione",2724360.0,High,Direct match from PubChem API.
fluthiacet methyl,PubChem_API,117337-19-6,"methyl 2-[2-chloro-4-fluoro-5-[(3-oxo-5,6,7,8-tetrahydro-[1,3,4]thiadiazolo[3,4-a]pyridazin-1-ylidene)amino]phenyl]sulfanylacetate",93542.0,High,Direct match from PubChem API.
Oxycodone-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Oxycodone-2/property/IUPACName/JSON
chlortoluron,PubChem_API,15545-48-9,"3-(3-chloro-4-methylphenyl)-1,1-dimethylurea",27375.0,High,Direct match from PubChem API.
Iprodnidazole - OH,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Iprodnidazole%20-%20OH/property/IUPACName/JSON
atratone,PubChem_API,1610-17-9,"4-N-ethyl-6-methoxy-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",15359.0,High,Direct match from PubChem API.
dimehypo,PubChem_API,52207-48-4,"disodium;2-(dimethylamino)-1,3-bis(sulfonatosulfanyl)propane",162117.0,High,Direct match from PubChem API.
butralin,PubChem_API,33629-47-9,"N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline",36565.0,High,Direct match from PubChem API.
thiophanate methyl,PubChem_API,23564-05-8,methyl N-[[2-(methoxycarbonylcarbamothioylamino)phenyl]carbamothioyl]carbamate,3032791.0,High,Direct match from PubChem API.
dimethametryn,PubChem_API,22936-75-0,"4-N-ethyl-2-N-(3-methylbutan-2-yl)-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",31573.0,High,Direct match from PubChem API.
9Cl-PF3ONS,PubChem_API,756426-58-1,"2-(6-chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexoxy)-1,1,2,2-tetrafluoroethanesulfonic acid",22568738.0,High,Direct match from PubChem API.
PFOA,PubChem_API,335-67-1,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoic acid",9554.0,High,Direct match from PubChem API.
Clindamycin,PubChem_API,18323-44-9,"(2S,4R)-N-[(1S,2S)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide",446598.0,High,Direct match from PubChem API.
imazamethabenz-methyl,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/imazamethabenz-methyl/property/IUPACName/JSON
Digoxigenin,PubChem_API,1672-46-4,"3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3,12,14-trihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",15478.0,High,Direct match from PubChem API.
Propionylpromazine,PubChem_API,3568-24-9,1-[10-[3-(dimethylamino)propyl]phenothiazin-2-yl]propan-1-one,24352.0,High,Direct match from PubChem API.
monalide,PubChem_API,7287-36-7,"N-(4-chlorophenyl)-2,2-dimethylpentanamide",23715.0,High,Direct match from PubChem API.
dioxabenzofos,PubChem_API,3811-49-2,"2-methoxy-2-sulfanylidene-4H-1,3,2lambda5-benzodioxaphosphinine",19657.0,High,Direct match from PubChem API.
Fumonisin B1 [13C34],PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Fumonisin%20B1%20%5B13C34%5D/property/IUPACName/JSON
cyprazine,PubChem_API,22936-86-3,"6-chloro-4-N-cyclopropyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",24738.0,High,Direct match from PubChem API.
aminopyralid,PubChem_API,150114-71-9,"4-amino-3,6-dichloropyridine-2-carboxylic acid",213012.0,High,Direct match from PubChem API.
Doramectin,PubChem_API,117704-25-3,"(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-cyclohexyl-21',24'-dihydroxy-12'-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one",9832750.0,High,Direct match from PubChem API.
Hydrastine-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Hydrastine-1/property/IUPACName/JSON
Strychnine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Strychnine-2/property/IUPACName/JSON
isocarbophos,PubChem_API,24353-61-5,propan-2-yl 2-[amino(methoxy)phosphinothioyl]oxybenzoate,90479.0,High,Direct match from PubChem API.
Sulfamethazine Phenyl - 13C6,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sulfamethazine%20Phenyl%20-%2013C6/property/IUPACName/JSON
Strychnine,PubChem_API,57-24-9,"(4aR,5aS,8aR,13aS,15aS,15bR)-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinolin-14-one",441071.0,High,Direct match from PubChem API.
α-Ergocryptine,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/%CE%B1-Ergocryptine/property/IUPACName/JSON
3/15-AcDON,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/3/15-AcDON/property/IUPACName/JSON
M2PFTeDA,PubChem_API,2708218-82-8,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-heptacosafluoro(1,2-13C2)tetradecanoic acid",165363580.0,High,Direct match from PubChem API.
Ipronidazole,PubChem_API,14885-29-1,1-methyl-5-nitro-2-propan-2-ylimidazole,26951.0,High,Direct match from PubChem API.
Aldicarb sulfone-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aldicarb%20sulfone-2/property/IUPACName/JSON
paraoxon methyl,PubChem_API,950-35-6,dimethyl (4-nitrophenyl) phosphate,13708.0,High,Direct match from PubChem API.
cloprop,PubChem_API,101-10-0,2-(3-chlorophenoxy)propanoic acid,7542.0,High,Direct match from PubChem API.
Ergosine,PubChem_API,561-94-4,"(6aR,9R)-N-[(1S,2S,4R,7S)-2-hydroxy-4-methyl-7-(2-methylpropyl)-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",105137.0,High,Direct match from PubChem API.
Ergocornine,PubChem_API,564-36-3,"(6aR,9R)-N-[(1S,2S,4R,7S)-2-hydroxy-5,8-dioxo-4,7-di(propan-2-yl)-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",73453.0,High,Direct match from PubChem API.
mephosfolan,PubChem_API,950-10-7,"(E)-N-diethoxyphosphoryl-4-methyl-1,3-dithiolan-2-imine",9568069.0,High,Direct match from PubChem API.
aspon,PubChem_API,3244-90-4,dipropoxyphosphinothioyloxy-dipropoxy-sulfanylidene-lambda5-phosphane,18609.0,High,Direct match from PubChem API.
kelevan,PubChem_API,4234-79-1,"ethyl 5-(1,2,3,4,6,7,8,9,10,10-decachloro-5-hydroxy-5-pentacyclo[5.3.0.02,6.03,9.04,8]decanyl)-4-oxopentanoate",20226.0,High,Direct match from PubChem API.
etridiazole,PubChem_API,2593-15-9,"5-ethoxy-3-(trichloromethyl)-1,2,4-thiadiazole",17432.0,High,Direct match from PubChem API.
tebupirimfos,PubChem_API,96182-53-5,(2-tert-butylpyrimidin-5-yl)oxy-ethoxy-propan-2-yloxy-sulfanylidene-lambda5-phosphane,93516.0,High,Direct match from PubChem API.
Gamithromycin,PubChem_API,145435-72-9,"(2R,3S,4R,5S,8R,10R,11R,12S,13S,14R)-11-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,8,10,12,14-hexamethyl-7-propyl-1-oxa-7-azacyclopentadecan-15-one",59364992.0,High,Direct match from PubChem API.
"2,6-dichlorobenzamide",PubChem_API,2008-58-4,"2,6-dichlorobenzamide",16183.0,High,Direct match from PubChem API.
Albendazole,PubChem_API,54965-21-8,methyl N-(6-propylsulfanyl-1H-benzimidazol-2-yl)carbamate,2082.0,High,Direct match from PubChem API.
Sulfamerazine,PubChem_API,127-79-7,4-amino-N-(4-methylpyrimidin-2-yl)benzenesulfonamide,5325.0,High,Direct match from PubChem API.
Ergometrinine,PubChem_API,479-00-5,"(6aR,9S)-N-[(2S)-1-hydroxypropan-2-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",5486180.0,High,Direct match from PubChem API.
T-2 toxin [13C24],PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/T-2%20toxin%20%5B13C24%5D/property/IUPACName/JSON
Meloxicam,PubChem_API,71125-38-7,"4-hydroxy-2-methyl-N-(5-methyl-1,3-thiazol-2-yl)-1,1-dioxo-1lambda6,2-benzothiazine-3-carboxamide",54677470.0,High,Direct match from PubChem API.
Solanine-1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Solanine-1/property/IUPACName/JSON
Oxyphenylbutazone,PubChem_API,129-20-4,"4-butyl-1-(4-hydroxyphenyl)-2-phenylpyrazolidine-3,5-dione",4641.0,High,Direct match from PubChem API.
Desethylene ciprofloxacin,PubChem_API,103222-12-4,7-(2-aminoethylamino)-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid,63000.0,High,Direct match from PubChem API.
flumetsulam,PubChem_API,98967-40-9,"N-(2,6-difluorophenyl)-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",91759.0,High,Direct match from PubChem API.
Codeine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Codeine-2/property/IUPACName/JSON
Colchicine,PubChem_API,64-86-8,"N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide",6167.0,High,Direct match from PubChem API.
Aldicarb.Na,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Aldicarb.Na/property/IUPACName/JSON
Picrotin-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Picrotin-2/property/IUPACName/JSON
T-2 toxin,PubChem_API,21259-20-1,"[(1S,2R,4S,7R,9R,10R,11S,12S)-11-acetyloxy-2-(acetyloxymethyl)-10-hydroxy-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-yl] 3-methylbutanoate",5284461.0,High,Direct match from PubChem API.
crimidine,PubChem_API,535-89-7,"2-chloro-N,N,6-trimethylpyrimidin-4-amine",10813.0,High,Direct match from PubChem API.
Atropine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Atropine-2/property/IUPACName/JSON
pyrethrin,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/pyrethrin/property/IUPACName/JSON
dazomet,PubChem_API,533-74-4,"3,5-dimethyl-1,3,5-thiadiazinane-2-thione",10788.0,High,Direct match from PubChem API.
PFNA,PubChem_API,375-95-1,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoic acid",67821.0,High,Direct match from PubChem API.
Carazolol,PubChem_API,57775-29-8,1-(9H-carbazol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol,71739.0,High,Direct match from PubChem API.
Solanine,PubChem_API,,,30185.0,None,CAS Not Found
Metronidazole,PubChem_API,443-48-1,2-(2-methyl-5-nitroimidazol-1-yl)ethanol,4173.0,High,Direct match from PubChem API.
Sulfamethizole,PubChem_API,144-82-1,"4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide",5328.0,High,Direct match from PubChem API.
coumatetralyl,PubChem_API,5836-29-3,"4-hydroxy-3-(1,2,3,4-tetrahydronaphthalen-1-yl)chromen-2-one",54678504.0,High,Direct match from PubChem API.
PFNS,PubChem_API,68259-12-1,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-nonadecafluorononane-1-sulfonic acid",86998.0,High,Direct match from PubChem API.
Sulfisoxazole,PubChem_API,127-69-5,"4-amino-N-(3,4-dimethyl-1,2-oxazol-5-yl)benzenesulfonamide",5344.0,High,Direct match from PubChem API.
Sulfaethoxypyridazine,PubChem_API,963-14-4,4-amino-N-(6-ethoxypyridazin-3-yl)benzenesulfonamide,13755.0,High,Direct match from PubChem API.
pyrithlobac sodium,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/pyrithlobac%20sodium/property/IUPACName/JSON
Danofloxacin,PubChem_API,112398-08-0,"1-cyclopropyl-6-fluoro-7-[(1S,4S)-5-methyl-2,5-diazabicyclo[2.2.1]heptan-2-yl]-4-oxoquinoline-3-carboxylic acid",71335.0,High,Direct match from PubChem API.
Dimetridazole,PubChem_API,551-92-8,"1,2-dimethyl-5-nitroimidazole",3090.0,High,Direct match from PubChem API.
ioxynil,PubChem_API,1689-83-4,"4-hydroxy-3,5-diiodobenzonitrile",15530.0,High,Direct match from PubChem API.
Oxacillin,PubChem_API,66-79-5,"(2S,5R,6R)-3,3-dimethyl-6-[(5-methyl-3-phenyl-1,2-oxazole-4-carbonyl)amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",6196.0,High,Direct match from PubChem API.
AFG2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/AFG2/property/IUPACName/JSON
Yohimbine-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Yohimbine-2/property/IUPACName/JSON
6:2 FTS,PubChem_API,27619-97-2,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonic acid",119688.0,High,Direct match from PubChem API.
fenoxanil,PubChem_API,115852-48-7,"N-(2-cyano-3-methylbutan-2-yl)-2-(2,4-dichlorophenoxy)propanamide",11262655.0,High,Direct match from PubChem API.
Phenylbutazone,PubChem_API,50-33-9,"4-butyl-1,2-diphenylpyrazolidine-3,5-dione",4781.0,High,Direct match from PubChem API.
quinoxyphen,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/quinoxyphen/property/IUPACName/JSON
Tilmicosin,PubChem_API,108050-54-0,"(4R,5S,6S,7R,9R,11E,13E,15R,16R)-6-[(2R,3R,4S,5S,6R)-4-(dimethylamino)-3,5-dihydroxy-6-methyloxan-2-yl]oxy-7-[2-[(3R,5S)-3,5-dimethylpiperidin-1-yl]ethyl]-16-ethyl-4-hydroxy-15-[[(2R,3R,4R,5R,6R)-5-hydroxy-3,4-dimethoxy-6-methyloxan-2-yl]oxymethyl]-5,9,13-trimethyl-1-oxacyclohexadeca-11,13-diene-2,10-dione",5282521.0,High,Direct match from PubChem API.
M3PFBS,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/M3PFBS/property/IUPACName/JSON
MPFUdA,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/MPFUdA/property/IUPACName/JSON
demeton-s-methyl sulfone,PubChem_API,17040-19-6,1-dimethoxyphosphorylsulfanyl-2-ethylsulfonylethane,28213.0,High,Direct match from PubChem API.
dimethachloro,PubChem_API,50563-36-5,"2-chloro-N-(2,6-dimethylphenyl)-N-(2-methoxyethyl)acetamide",39722.0,High,Direct match from PubChem API.
13C-T-2,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/13C-T-2/property/IUPACName/JSON
Ochratoxin A [13C20],PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Ochratoxin%20A%20%5B13C20%5D/property/IUPACName/JSON
cholic acid 1,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/cholic%20acid%201/property/IUPACName/JSON
Eprinomectin,PubChem_API,123997-26-2,"N-[(2S,3R,4R,6S)-6-[(2S,3R,4S,6R)-6-[(1'R,2R,3S,4'S,6S,8'R,10'Z,12'S,13'S,14'Z,16'Z,20'R,21'R,24'S)-21',24'-dihydroxy-3,11',13',22'-tetramethyl-2'-oxo-2-propan-2-ylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-12'-yl]oxy-4-methoxy-2-methyloxan-3-yl]oxy-4-methoxy-2-methyloxan-3-yl]acetamide",6450531.0,High,Direct match from PubChem API.
Ipronidazole - OH,PubChem_API,,,,None,Error: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Ipronidazole%20-%20OH/property/IUPACName/JSON
